id	turn1	turn2	turn3	label
19030	to what?/		haha.. in that case you might have a tough time ahead..	happy
19031	I will teach you more than that😅		What?	others
19032	Photo  you come		Photo  you come	others
19033	You love me		😭😭	sad
19034	Can you change me		😢	sad
19035	Ohh		You are so funny	happy
19036	Awwww😭		Tell me a joke	others
19037	u are so funny		do u belive in life after death	others
19038	No one buys what?		What're you talking about?	others
19039	You hurt ne		You hurt me	sad
19040	You are funny 😂😂		Yes you are 😂	happy
19041	question sorry*		what do you think of Turkey?	others
19042	I like zaeden, nucleya & lost stories		Stupid quote it is 😐	angry
19043	More		I'm so sorry	sad
19044	Very bad		I am sick	sad
19045	no. your tattoo		😂	happy
19046	Ok now u are being rude		You are	angry
19047	King of the north		King in the North*	others
19048	It's my hobby		Price top speed e.t.c	others
19049	Swear. I do no about 4 this.		Why	others
19050	If its an unimportant detail why would you want to know that		What is website in this context?	others
19051	ah how old yre u though?		20..	others
19052	Come to lunch		You are invited,because iam elder than you	others
19053	Okay. Anyway, you like watching movies right?		What's your favourite movie?	others
19054	Yes		U r darling	others
19055	I am getting angry		Because of youu	angry
19056	Whare are you from now		South  of village name?	others
19057	You no telugu		Telugu	others
19058	Not sure what you talking about		Now your turn to send your pic	others
19059	What's your gift		U r also greedy	angry
19060	Men!		No not women	others
19061	Now you're just going to be mean and talk like that why all of a sudden are you trying to be mean to me		Hell I haven't said nothing mean to you yet what did I say to you that was mean	angry
19062	One minute		Can you be that girl for some time	others
19063	How do you know that		In that time did we have sex	others
19064	U dodge them		Tired of your stupid jokes	angry
19065	Ohh		Some time irritation show on her face	others
19066	That’s the movie name 		Chumma	others
19067	pleace send me pick		:(	sad
19068	I expexted too much from microsoft about ai things but you are not so clever		You are worse then siri	angry
19069	K gudnite c u tomorrow		Yes	others
19070	I lost my temper		Shut up and don't text me again	angry
19071	I want to do breakup with you		You're a bad person	sad
19072	Just outstanding....		Love to watch that again and again	happy
19073	Whenever i feel bore		I feel tired	sad
19074	Now		She ignored me	sad
19075	Ever been in love		?	others
19076	Please tell what i ask		I have no idea	others
19077	Man life sucks		No boyfriend issues	sad
19078	Are know what is talk to me		I'm the wolverine	others
19079	I m at dadar		Where are u	others
19080	Your city time		Your signal	others
19081	How		Go to hell bye	angry
19082	My GF is disturbing		She is Everytime disturbing me	sad
19083	How can I then		So where are you going to cum	others
19084	My username?		Not soo funny	others
19085	Lying? For what?		Fuck off these silly things.	angry
19086	No one think about me		No one cares for me	sad
19087	Woah!!		That would be awesome	happy
19088	What type of genere of movie u'll like I mean horror,romantic,comedy		What about black panther	others
19089	bcz he is talking wid u		say	others
19090	My ex cheated on mr		Me*	sad
19091	don't worry		i completely understand	others
19092	I haye you		Hate'	angry
19093	Yes yes		What do you eat,	others
19094	I missed you too		Struggling	sad
19095	shut up		so please never try to talk to my bae	angry
19096	No time for show		My company	others
19097	HAve had done your breakfast		Nice	happy
19098	Where we sd meet u tell		We will work together	others
19099	Ur a stupid		Stupid	angry
19100	What is name of your BF		Wow Nice🤣🤣	happy
19101	Sum1 special..??		Ahmmm. Ahmmmm 😂	happy
19102	I wanna hear jokessssss		Dont talk with me...bye😡😡	angry
19103	Is their anything great happened with u 😂😂		U r funny😂😂	happy
19104	You are damn funny 😂		😂😂	happy
19105	Just go away		I dont want to talk	angry
19106	I really liked a boy he too. But now we are not talking each other		And now m missing him	sad
19107	But she is my college sister		😭😭😭	sad
19108	Give me address		#mspstatus	others
19109	Okay. I didn't say anything		WHATEVER 😡😡😡😤😤😤😤	angry
19110	Sorry please dont		You're the only one I have. :(	sad
19111	Something interesting..		U got to say... anything	others
19112	S need some thing		Will u help me	others
19113	Doing rest		Where r u	others
19114	Now i taking breakfast		No dear its early morning	others
19115	I play tennis		I lost	sad
19116	I just want you in my room		No, on the bed	others
19117	Then don't talk with me		Do not talk to me	angry
19118	If you are not fake in the real, then why are you scared to make a video call?		I think you are fake	angry
19119	I m also fine		Because while chatting with u i feel good	happy
19120	Ow...nice cheese		Smile😁😁😁	happy
19121	I don't know		I told you before	others
19122	Oh k		Dis my grp pic😁	others
19123	Ok let’s restart		I am looking for a bank loan	others
19124	I am not dumb as you know.l asked about you!is this very tough to understand!!!!!!		Now u got lost😹😹😹😹😹👅	angry
19125	Who?		No you are not my bestie.	angry
19126	I dont know		Would you rather fuck me or suck your moms tits	others
19127	Not really		Just a feeling	others
19128	You hurter me		*hurted	sad
19129	I’ve also seen hate story 4		Raid is superb movie	happy
19130	Ok		Hey m lonely	sad
19131	In Which city?		You are like Natasha of hike	others
19132	I don't want to join u		Stupid	angry
19133	Will probably give a useless solution based on their surface judgement		They dont see whats inside me	sad
19134	I can't type 		Pain in my fingers	sad
19135	What did I say		Ok bye	others
19136	Please baby 		Ok I think u font like to send ur pic 	others
19137	Can you tell something interesting		You are a stupid	angry
19138	Stars are as the sun		Far far away in galaxy	others
19139	Ok I will		What you mean 👿😡😠😱	angry
19140	At a bar... You?		Shame 😂	happy
19141	What the fuck		Nothing you are stupid	angry
19142	You are the reason		You're stupid	angry
19143	What kind of answer u can give		Why human do sex??	others
19144	Why cant you download		Stupid	angry
19145	Lol. You just confirmed it's a bug :P		Haha	happy
19146	Would you like to date with me tonight		But I am serious	angry
19147	Me hero nooo just iam normal person		Hey your very funny haa	happy
19148	No i've never been to		What about you??	others
19149	U want baby with me		Fuck u hard or smooth	angry
19150	I think you are little bit stupid		fuck you	angry
19151	O I see. U sarcastic too		Nah it wasn't. Just got a lil.confused at first	others
19152	When is it?		Ofcourse	others
19153	Oh sorry		I'm very poor in English	sad
19154	Get last		Stupid	angry
19155	even i...😞😞😞😞		am i your brother...😭😭	sad
19156	ok then, you come in my life it is an exiting thing happen in my life.		what do you mean?	angry
19157	I am kinda upsey		Upset	sad
19158	How do you work		What else u know about world	others
19159	How can she move on just like that ?		And why I she going out with other guys?	others
19160	Boring without you		Come and sex me	others
19161	 Means when I will be a doctor I will treat you as my first patient		I know that you are healthy but in future may you fall ill	others
19162	can you shimmy		can you shake your ass	others
19163	Its awesome dnt worry		Absolutely	happy
19164	You don’t understand what I’m going through		It’s like there is a hole in my heart now	others
19165	You irritate me		Be normal	others
19166	Thank you for ?		Why are you such a loser	angry
19167	So how to tell the girl i love her?		But i think she loves someone else.. 😞😞	sad
19168	LMAO		I LOVE YOU	others
19169	Do u take lunch		Hmm good	others
19170	aaaa love		nice to know that	happy
19171	I was eating		Okay	others
19172	Btw i'm not single...		But 😢	sad
19173	Oh yeah exams		My all exam was good	happy
19174	come closer		can you see me	others
19175	Tell me about ur configuration		How do u define yourself	others
19176	Yes		Very bad for my	sad
19177	Hey where did you get that from		Is it tasty	others
19178	I am so so damn meaningful		By	others
19179	Same		My company ?	others
19180	I am in love		But she doesn't love me...😞	sad
19181	Just like that only		We have to dig to make well	others
19182	To say sorry  to  people		I hurted	sad
19183	your most welcome		I'm good.. How r u ?	others
19184	No no m asking dt		U r from	others
19185	What's the problem with that?		I don't wanna talk to you anymore	angry
19186	Just pulling ur leg 😆😆		Just pulling ur leg 😂😂	happy
19187	The entire school life was shit. 😶		You tell about yourself?	others
19188	So what can i do		I like this language	others
19189	You are older then me?		I like talking with elder girls	others
19190	Stress		I am stressed!	sad
19191	wow		nice thing to eat in dinner	happy
19192	I didn't got yet.		ok i am waiting pls send me the link for education time - page 4	others
19193	I can't understand		?	others
19194	sounds like something a child would say		sad because lost potential everytime	sad
19195	Yeah India has many problems yet we love our country		I hate when people say India is poor	angry
19196	May b you help me to remember my name		Ask me how	others
19197	I dont like you		nothing I hate everything	angry
19198	You make me feel so excited		I'm so glad to hear it from you...😘😘😘😘	happy
19199	I don't the know		What?	others
19200	Purple		Or even greed	others
19201	Santa is not real		You are cruel!!	angry
19202	Ok		I like to looking for	others
19203	Don't ever promise me you liar		You always don't know but you always break my heart!	sad
19204	You have country		You	others
19205	You talk nonsense		What does it mean	others
19206	i'm done with you		you're being an asshole	angry
19207	no....not that...		i got a job...	happy
19208	I love someone		But she is engaged to someone else	sad
19209	Why ???		Just send na we are friends though	others
19210	I'm going to sleep		You come with me	others
19211	I'm sorry		If I hurts you	others
19212	Ilearnt from you good reacher		Happy	happy
19213	89		You are too bad	angry
